UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature Comment
4128.0,H33541,H,302.0,310.6,1438.0,43.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4129.0,L51308,L,301.9,310.4,1708.0,24.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4130.0,M18989,M,301.8,310.3,1666.0,32.7,19.0,,0.0,0.0,0.0,0.0,0.0,-
4131.0,L51310,l,301.9,310.4,1286.0,62.8,22.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4132.0,L51311,L,301.9,310.3,1485.0,46.3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4133.0,M18992,M,301.8,310.3,1409.0,52.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4134.0,L51313,L,28.65 °C,37.15 °C,1765.0,27.3,29.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4135.0,L51314,L,301.8,310.3,1688.0,28.8,31.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4136.0,M18995,M,,310.3,1787.0,,33.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4137.0,L51316,L,301.7,310.1,1487.0,48.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4138.0,L51317,L,28.55 °C,36.95 °C,1384.0,50.5,38.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4139.0,L51318,L,,310.2,1311.0,57.4,40.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4140.0,H33553,H,301.7,310.2,1620.0,30.8,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4141.0,L51320,L,301.7,310.2,1331.0,61.2,47.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4142.0,H33555,H,301.7,,,38.3,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4143.0,L51322,L,301.7,310.1,1424.0,50.2,54.0,0.0,0.0,,0.0,0.0,0.0,-
4144.0,L51323,L,301.7,310.1,1500.0,39.6,56.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4145.0,L51324,L,301.8,310.1,1738.0,28.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4146.0,M19005,M,301.8,310.3,1465.0,46.5,60.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L51326,L,301.8,310.3,1482.0,41.4,63.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4148.0,L51327,L,301.9,310.3,1398.0,44.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4149.0,L51328,L,301.9,310.3,1972.0,21.3,,,0.0,0.0,0.0,0.0,0.0,-
4150.0,"""L51329""",L,301.9,310.4,1603.0,37.6,69.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4151.0,L51330,L,301.9,310.4,1610.0,34.8,-71.0,0.0,0.0,,0.0,0.0,0.0,-
4152.0,M19011,M,28.75 °C,37.25 °C,1373.0,48.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4153.0,M19012,M,302.0,310.5,1425.0,44.7,76.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4154.0,M19013,M,302.0,310.4,,55.6,79.0,1.0,0.0,1.0,,0.0,0.0,-
4155.0,M19014, M,302.0,310.4,1828.0,26.3,82.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L51335,"""L""",302.0,310.5,1370.0,44.4,-85.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4157.0,M19016,M,302.0,310.5,1823.0,25.1,87.0,0.0,,0.0,0.0,0.0,0.0,-
4158.0,L51337,L,302.0,310.5,1263.0,60.6,-90.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4159.0,L51338,,301.9,310.4,,21.5,-92.0,0.0,0.0,0.0,,0.0,0.0,-
4160.0,M19019,,302.0,310.5,1639.0,32.9,94.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4161.0,M19020,M,302.0,310.4,1608.0,33.1,97.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4162.0,H33575,H,301.9,310.3,1653.0,32.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4163.0,L51342,L,302.0,310.4,1591.0,29.8,105.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L51343,L,302.1,310.5,1696.0,30.9,107.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L51344,L,302.2,310.6,1346.0,47.5,109.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4166.0,,M,302.2,310.5,1507.0,40.4,111.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4167.0,H33580,H,302.3,310.6,,48.7,114.0,0.0,,0.0,0.0,0.0,0.0,-
4168.0,M19027,M,302.3,310.7,1559.0,33.9,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L51348,L,302.2,310.6,1632.0,30.5,122.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4170.0,,L,302.1,310.5,,36.0,124.0,0.0,,0.0,0.0,0.0,0.0,-
4171.0,M19030,m,302.2,310.6,1355.0,51.5,126.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4172.0,M19031,M,302.2,310.5,1832.0,23.7,129.0,0.0,0.0,,0.0,0.0,,-
4173.0,L51352,L,302.2,310.6,1386.0,50.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4174.0,M19033,M,302.2,310.6,1346.0,49.2,134.0,1.0,,1.0,0.0,0.0,0.0,-
4175.0,L51354,L,,310.7,1499.0,37.8,137.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4176.0,L51355,L,302.3,310.7,1612.0,33.4,139.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4177.0,M19036,M,302.3,310.7,1544.0,,141.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4178.0,L51357,L,302.5,310.9,1477.0,,144.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4179.0,L51358,L,302.5,310.9,1624.0,34.4,146.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L51359,L,29.25 °C,37.75 °C,1349.0,46.1,148.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4181.0,L51360,L,302.4,310.8,1686.0,28.8,150.0,,0.0,0.0,0.0,0.0,0.0,-
4182.0,,M,302.4,310.7,1521.0,40.4,152.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4183.0,L51362,L,302.4,310.7,1362.0,54.8,155.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4184.0,L51363,L,302.3,310.7,1402.0,50.9,157.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4185.0,L51364,L,302.2,310.6,1334.0,53.2,159.0,1.0,,1.0,0.0,0.0,0.0,-
4186.0,L51365,L,302.2,310.6,1348.0,48.4,,1.0,0.0,1.0,0.0,0.0,0.0,-
4187.0,M19046,M,302.2,310.6,3570.0,34.6,163.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4188.0,M19047,M,302.2,310.7,1601.0,33.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4189.0,M19048,M,302.3,310.8,1611.0,31.8,169.0,0.0,0.0,,0.0,0.0,0.0,-
4190.0,L51369,L,29.25 °C,37.75 °C,1560.0,31.8,172.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4191.0,H33604,H,302.4,310.9,1444.0,40.7,174.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4192.0,L51371,,,311.0,1317.0,59.4,179.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4193.0,M19052,M,302.5,311.0,1463.0,43.1,181.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4194.0,L51373,L,302.4,,1634.0,,-184.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4195.0,L51374,L,302.4,,1423.0,46.2,186.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4196.0,,L,302.5,311.0,1548.0,38.4,188.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4197.0,M19056,M,302.5,311.0,1563.0,35.6,190.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4198.0,L51377,L,302.4,311.0,1573.0,36.5,-193.0,0.0,0.0,0.0,0.0,0.0,,-
4199.0,M19058,M,302.4,311.1,1432.0,44.5,195.0,0.0,0.0,0.0,0.0,0.0,,-
4200.0,M19059, M,302.5,311.1,1638.0,32.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4201.0,L51380,L,302.5,311.1,,34.2,,0.0,0.0,0.0,0.0,0.0,0.0,-
4202.0,L51381,,302.4,311.0,2211.0,15.4,203.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4203.0,L51382, L,302.4,,1555.0,40.6,205.0,0.0,0.0,0.0,,0.0,0.0,-
4204.0,M19063,M,302.3,310.9,1558.0,31.9,207.0,0.0,0.0,0.0,0.0,0.0,,-
4205.0,M19064,M,302.3,310.9,1523.0,43.2,,0.0,0.0,0.0,0.0,0.0,0.0,-
4206.0,L51385,l,302.3,310.8,1723.0,26.3,213.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4207.0,M19066,M,302.3,,1721.0,28.4,215.0,0.0,,0.0,0.0,0.0,0.0,-
4208.0,M19067,M,302.3,310.9,1710.0,30.4,218.0,1.0,1.0,0.0,0.0,0.0,0.0,-
4209.0,M19068,M,,310.9,1627.0,32.3,0.0,,0.0,,0.0,0.0,0.0,-
4210.0,M19069,M,302.2,310.8,1422.0,47.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4211.0,L51390,L,302.1,,,35.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4212.0,L51391,L,302.1,310.7,1314.0,52.8,8.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4213.0,M19072,M,302.0,310.6,1392.0,60.5,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4214.0,L51393,,302.1,310.7,1465.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4215.0,L51394,L,301.9,310.6,1573.0,36.6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4216.0,M19075,M,302.0,310.7,2157.0,17.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4217.0,L51396,L,301.9,310.7,1370.0,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4218.0,L51397,L,301.9,,1462.0,38.8,22.0,0.0,0.0,0.0,0.0,0.0,,-
4219.0,M19078,M,302.0,310.6,1479.0,40.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4220.0,L51399,L,,310.7,1717.0,,27.0,,0.0,0.0,0.0,0.0,0.0,-
4221.0,M19080,M,301.9,310.6,1260.0,65.9,29.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4222.0,L51401,L,301.9,310.6,1467.0,39.3,32.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4223.0,M19082,M,302.0,310.6,1535.0,38.6,34.0,0.0,,0.0,0.0,0.0,0.0,-
4224.0,L51403,L,302.0,310.7,1657.0,31.9,37.0,0.0,,0.0,0.0,0.0,0.0,-
4225.0,L51404,L,302.0,310.7,1698.0,28.1,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4226.0,L51405,L,302.1,310.7,1359.0,,41.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4227.0,L51406,L,302.1,,1596.0,37.1,43.0,0.0,,0.0,0.0,0.0,,-
4228.0,L51407,L,302.2,310.8,1383.0,46.9,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4229.0,L51408,L,302.2,310.8,2203.0,16.6,47.0,0.0,0.0,,0.0,0.0,0.0,-
4230.0,M19089,M,302.2,310.8,1408.0,46.8,49.0,0.0,0.0,0.0,,0.0,0.0,-
4231.0,L51410,L,302.2,310.8,1673.0,32.9,52.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4232.0,"""L51411""",L,302.2,,1340.0,47.8,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4233.0,L51412,L,302.2,310.9,1452.0,42.3,56.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4234.0,M19093,M,302.2,310.9,1302.0,53.4,58.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4235.0,H33648,H,302.2,310.9,1522.0,35.9,61.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4236.0,L51415,L,302.2,310.8,1438.0,,66.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4237.0,L51416,L,29.05 °C,37.75 °C,1604.0,40.5,68.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4238.0,L51417,L,302.2,,1832.0,23.2,,0.0,0.0,0.0,0.0,0.0,0.0,-
4239.0,,M,302.3,311.0,1521.0,34.8,72.0,0.0,,0.0,0.0,0.0,0.0,-
4240.0,L51419,L,29.15 °C,37.85 °C,1446.0,37.6,75.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4241.0,L51420,,302.4,311.1,1905.0,20.9,77.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L51421,L,302.4,311.0,1475.0,47.9,79.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4243.0,L51422,L,302.4,311.0,1462.0,48.5,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4244.0,M19103, M,302.4,310.9,1435.0,42.3,83.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4245.0,L51424,L,302.4,310.9,1469.0,39.6,86.0,,0.0,0.0,0.0,0.0,0.0,-
4246.0,M19105,M,,311.1,1520.0,43.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4247.0,L51426,L,29.45 °C,nan °C,1537.0,35.5,91.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4248.0,L51427,L,302.6,311.0,1369.0,60.0,93.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4249.0,L51428,L,302.6,311.0,1506.0,37.2,95.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4250.0,L51429,L,,310.9,1330.0,56.9,97.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4251.0,L51430,L,302.6,311.0,1660.0,38.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4252.0,H33665,H,302.5,310.9,,55.5,101.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4253.0,H33666,H,29.45 °C,37.85 °C,1438.0,51.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4254.0,M19113,M,302.6,311.0,1329.0,48.6,111.0,1.0,0.0,1.0,0.0,0.0,0.0,-
,L51434,L,302.6,311.0,3284.0,68.0,114.0,1.0,0.0,1.0,1.0,0.0,0.0,-
4256.0,M19115,M,302.5,311.0,1387.0,52.1,116.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4257.0,M19116,M,302.6,,1591.0,33.9,,0.0,0.0,0.0,0.0,0.0,0.0,-
4258.0,M19117,M,302.6,311.0,1589.0,,122.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4259.0,M19118,M,302.7,311.1,1297.0,60.7,125.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4260.0,L51439,L,302.7,311.2,1545.0,35.1,128.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,H33674,H,29.55 °C,37.95 °C,1418.0,43.4,130.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4262.0,L51441,L,302.7,311.1,1730.0,28.1,135.0,0.0,0.0,0.0,0.0,,0.0,-
4263.0,L51442,L,302.6,,2001.0,20.7,,0.0,0.0,0.0,0.0,0.0,,-
4264.0,L51443,L,302.6,311.0,1620.0,36.2,139.0,0.0,0.0,,0.0,0.0,0.0,-
4265.0,M19124,M,302.6,311.0,1542.0,39.7,141.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4266.0,L51445,L,302.6,311.0,1424.0,38.0,-144.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4267.0,L51446,L,302.7,311.1,1440.0,39.5,146.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4268.0,L51447,L,302.6,311.0,1520.0,42.8,148.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4269.0,,L,302.7,311.0,1694.0,29.8,150.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4270.0, L51449,,302.6,311.0,1610.0,39.2,152.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4271.0,L51450,L,302.6,310.9,1331.0,52.0,154.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4272.0,L51451,L,,310.8,1470.0,41.2,156.0,0.0,0.0,,0.0,0.0,0.0,-
4273.0,L51452,L,302.5,310.8,1577.0,36.9,-158.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4274.0,L51453,L,302.6,310.8,1486.0,36.4,160.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4275.0,L51454,L,302.4,310.6,1445.0,40.3,162.0,0.0,0.0,0.0,,0.0,0.0,-
4276.0,M19135,M,302.4,310.5,1500.0,36.7,164.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4277.0,M19136,M,302.2,310.4,,47.5,167.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4278.0,L51457,L,,310.4,1743.0,28.1,170.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4279.0,L51458,L,302.0,310.1,1409.0,50.4,172.0,,0.0,0.0,0.0,0.0,0.0,-
4280.0,L51459,L,302.0,310.1,1361.0,45.4,174.0,1.0,,1.0,0.0,0.0,0.0,-
,L51460,L,302.1,310.1,1753.0,28.9,176.0,0.0,0.0,,0.0,0.0,0.0,-
4282.0,L51461,L,302.0,310.0,1832.0,22.9,178.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4283.0,L51462,L,301.9,309.9,1374.0,48.5,180.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4284.0,M19143,M,301.8,309.9,1334.0,61.0,182.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4285.0,L51464,L,301.8,310.0,1493.0,40.3,185.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4286.0,L51465,L,301.7,309.9,1317.0,49.0,-187.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4287.0,M19146,,301.7,309.9,1434.0,47.9,,0.0,0.0,0.0,0.0,0.0,0.0,-
4288.0,M19147,M,301.7,309.9,,39.2,192.0,0.0,0.0,0.0,0.0,,0.0,-
4289.0,M19148,M,301.7,310.0,1391.0,50.6,195.0,0.0,,0.0,0.0,0.0,0.0,-
4290.0,M19149,M,301.8,310.0,1781.0,23.9,198.0,0.0,0.0,0.0,0.0,,0.0,-
4291.0,L51470,L,,310.0,1642.0,32.6,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4292.0,L51471,L,301.8,310.0,2032.0,19.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,M19152,M,301.8,310.1,2372.0,13.9,205.0,1.0,0.0,0.0,1.0,0.0,0.0,-
4294.0,L51473,L,301.8,310.0,1393.0,44.9,208.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4295.0,M19154,M,301.7,310.1,1743.0,27.3,210.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4296.0,L51475,L,301.8,310.2,1457.0,40.4,213.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4297.0,L51476,L,301.8,310.2,2825.0,5.8,215.0,1.0,0.0,0.0,1.0,0.0,0.0,-
4298.0,"""M19157""",M,301.8,310.2,1609.0,34.2,217.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4299.0,M19158,M,301.8,310.2,1437.0,42.3,0.0,0.0,,0.0,0.0,0.0,0.0,-
4300.0,L51479,L,28.55 °C,36.95 °C,1402.0,50.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4301.0,,M,301.7,310.1,1644.0,34.6,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4302.0,,L,301.7,310.2,1471.0,51.1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4303.0,L51482,L,301.7,310.1,2695.0,12.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4304.0,l51483,L,301.7,310.2,1435.0,48.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4305.0,L51484,L,301.6,310.1,1694.0,26.3,14.0,0.0,0.0,0.0,0.0,,0.0,-
4306.0,L51485,L,301.6,310.1,1687.0,26.6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4307.0,L51486,L,301.6,310.0,1869.0,22.9,18.0,0.0,0.0,0.0,0.0,,0.0,-
4308.0,L51487,L,301.4,309.9,1259.0,63.9,20.0,1.0,0.0,1.0,,0.0,0.0,-
4309.0,H33722,H,301.4,309.9,1460.0,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4310.0,M19169,M,,,1501.0,39.5,27.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4311.0,L51490,L,301.4,310.0,1776.0,25.6,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4312.0,M19171,M,301.5,310.1,1468.0,40.8,32.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4313.0,L51492,L,301.5,310.1,1430.0,46.5,35.0,0.0,,0.0,0.0,0.0,0.0,-
4314.0,L51493,L,301.4,310.1,1502.0,46.6,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4315.0,H33728,H,301.4,310.1,1623.0,32.3,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4316.0,M19175,M,301.4,310.0,1651.0,29.8,,0.0,0.0,0.0,0.0,0.0,0.0,-
4317.0,L51496,L,301.5,,1639.0,33.4,47.0,0.0,0.0,0.0,0.0,0.0,,-
4318.0,M19177,M,301.5,,1417.0,44.6,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4319.0,L51498,L,301.5,310.1,1541.0,42.2,52.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4320.0,M19179,M,301.6,310.2,1411.0,45.1,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4321.0,L51500,L,,,1397.0,44.6,57.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4322.0,L51501, L,301.7,310.2,1686.0,28.9,59.0,0.0,0.0,0.0,,0.0,0.0,-
4323.0,M19182,M,301.7,310.1,1431.0,,61.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4324.0,L51503,L,301.8,310.3,1341.0,50.5,64.0,1.0,0.0,1.0,0.0,0.0,,-
4325.0,L51504,L,301.7,310.2,1486.0,43.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4326.0,L51505,L,301.6,310.2,1384.0,57.1,68.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4327.0,L51506,L,301.6,310.1,1362.0,55.8,70.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4328.0,h33741,H,301.7,310.1,1660.0,29.3,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4329.0,L51508,L,28.45 °C,36.95 °C,,48.2,77.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4330.0,L51509,L,301.6,310.0,1566.0,30.3,79.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4331.0,L51510,L,301.5,309.8,,,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4332.0,"""M19191""",,301.6,309.9,1746.0,31.1,83.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4333.0,M19192,M,301.7,309.9,1452.0,41.5,86.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4334.0,L51513,L,301.6,309.8,1588.0,33.9,-89.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4335.0,,L,301.6,309.8,1472.0,42.5,91.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4336.0,L51515,L,301.7,309.9,1607.0,37.7,93.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4337.0,H33750,H,301.6,309.9,1423.0,53.6,95.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4338.0,L51517,L,301.6,309.9,1440.0,43.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4339.0,L51518,L,,309.9,1397.0,43.7,102.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4340.0,L51519,L,301.7,309.9,1524.0,46.6,104.0,0.0,0.0,0.0,0.0,,0.0,-
4341.0,M19200,M,301.7,309.9,1533.0,40.9,106.0,0.0,0.0,,0.0,0.0,0.0,-
4342.0,L51521,L,301.7,309.8,1398.0,46.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4343.0,M19202,m,28.55 °C,36.65 °C,1284.0,68.2,111.0,1.0,0.0,,1.0,0.0,0.0,-
,L51523,L,301.7,309.8,1491.0,39.3,,0.0,0.0,0.0,0.0,0.0,0.0,-
4345.0,H33758,H,301.8,,1418.0,51.3,116.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4346.0,M19205,M,301.8,309.8,1546.0,39.8,121.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4347.0, L51526,L,301.8,309.7,1598.0,30.4,124.0,0.0,0.0,,0.0,0.0,0.0,-
4348.0,H33761,H,301.9,,1724.0,27.5,126.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4349.0,L51528,L,301.9,309.8,,44.7,131.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4350.0,L51529,L,301.9,309.7,1595.0,31.4,133.0,0.0,,0.0,0.0,0.0,0.0,-
4351.0,M19210,M,301.9,309.7,1568.0,37.5,135.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4352.0,L51531,L,301.8,309.6,1432.0,43.7,138.0,0.0,0.0,,0.0,0.0,0.0,-
4353.0,L51532,L,301.9,,1424.0,42.8,140.0,0.0,0.0,0.0,,,,-
4354.0,M19213,M,302.0,309.7,1386.0,62.7,142.0,1.0,0.0,0.0,1.0,0.0,0.0,-
4355.0,L51534,L,302.0,309.8,1456.0,58.1,145.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4356.0,H33769,H,,309.8,1280.0,57.3,147.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4357.0,L51536,L,302.0,309.8,1649.0,31.0,-152.0,0.0,,0.0,0.0,0.0,0.0,-
4358.0,L51537,L,302.0,309.9,1407.0,52.8,154.0,0.0,0.0,0.0,,0.0,0.0,-
,H33772,,302.0,309.9,1606.0,34.5,156.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4360.0,M19219,M,302.1,310.0,1531.0,38.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4361.0,L51540,L,302.1,310.1,1543.0,35.8,164.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4362.0,M19221,M,302.1,310.1,1379.0,48.2,166.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4363.0,L51542,L,302.1,310.1,1447.0,46.6,169.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4364.0,H33777,H,302.1,310.1,1844.0,24.6,171.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4365.0,H33778,H,302.1,310.1,1615.0,29.9,176.0,0.0,0.0,0.0,0.0,,0.0,-
4366.0,L51545,L,302.0,310.0,1449.0,48.8,181.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4367.0,l51546,L,302.0,309.9,1388.0,,183.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4368.0,H33781,H,302.0,309.9,1447.0,42.8,185.0,,0.0,0.0,0.0,0.0,0.0,-
4369.0,L51548,L,302.0,310.0,1664.0,28.6,190.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4370.0,H33783,H,302.0,309.9,1735.0,27.2,192.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4371.0,L51550,L,nan °C,36.75 °C,1308.0,,197.0,1.0,0.0,1.0,0.0,1.0,0.0,-
4372.0,L51551,"""L""",302.0,309.8,1480.0,40.0,199.0,0.0,0.0,0.0,,0.0,0.0,-
4373.0,M19232,M,301.9,,1439.0,41.7,201.0,0.0,0.0,0.0,0.0,0.0,0.0,-
